CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRIPTION	MODEL
Chr4	6738120	6742229	+	"ID=AT4G11030.1-Protein;Name=AT4G11030.1;Derives_from=AT4G11030.1"	AT4G11030.1
Chr4	6745161	6746667	+	"ID=AT4G11040.1-Protein;Name=AT4G11040.1;Derives_from=AT4G11040.1"	AT4G11040.1
Chr4	6745161	6746230	+	"ID=AT4G11040.2-Protein;Name=AT4G11040.2;Derives_from=AT4G11040.2"	AT4G11040.2
Chr4	6747498	6751311	-	"ID=AT4G11050.1-Protein;Name=AT4G11050.1;Derives_from=AT4G11050.1"	AT4G11050.1
Chr4	6754820	6756230	-	"ID=AT4G11060.1-Protein;Name=AT4G11060.1;Derives_from=AT4G11060.1"	AT4G11060.1
Chr4	6759303	6760763	+	"ID=AT4G11070.1-Protein;Name=AT4G11070.1;Derives_from=AT4G11070.1"	AT4G11070.1
Chr4	6759303	6760763	+	"ID=AT4G11070.2-Protein;Name=AT4G11070.2;Derives_from=AT4G11070.2"	AT4G11070.2
Chr4	6760898	6763272	-	"ID=AT4G11080.1-Protein;Name=AT4G11080.1;Derives_from=AT4G11080.1"	AT4G11080.1
Chr4	6764645	6766221	-	"ID=AT4G11090.1-Protein;Name=AT4G11090.1;Derives_from=AT4G11090.1"	AT4G11090.1
Chr4	6769036	6769976	+	"ID=AT4G11100.1-Protein;Name=AT4G11100.1;Derives_from=AT4G11100.1"	AT4G11100.1
Chr4	6769036	6769976	+	"ID=AT4G11100.2-Protein;Name=AT4G11100.2;Derives_from=AT4G11100.2"	AT4G11100.2
Chr4	6772163	6776675	+	"ID=AT4G11110.1-Protein;Name=AT4G11110.1;Derives_from=AT4G11110.1"	AT4G11110.1
Chr4	6778066	6779934	+	"ID=AT4G11120.1-Protein;Name=AT4G11120.1;Derives_from=AT4G11120.1"	AT4G11120.1
Chr4	6780522	6784390	+	"ID=AT4G11130.1-Protein;Name=AT4G11130.1;Derives_from=AT4G11130.1"	AT4G11130.1
Chr4	6794930	6795793	-	"ID=AT4G11140.1-Protein;Name=AT4G11140.1;Derives_from=AT4G11140.1"	AT4G11140.1
Chr4	6800091	6801696	+	"ID=AT4G11150.1-Protein;Name=AT4G11150.1;Derives_from=AT4G11150.1"	AT4G11150.1
Chr4	6803846	6806726	+	"ID=AT4G11160.1-Protein;Name=AT4G11160.1;Derives_from=AT4G11160.1"	AT4G11160.1
Chr4	6811127	6817130	+	"ID=AT4G11170.1-Protein;Name=AT4G11170.1;Derives_from=AT4G11170.1"	AT4G11170.1
Chr4	6818162	6818806	+	"ID=AT4G11175.1-Protein;Name=AT4G11175.1;Derives_from=AT4G11175.1"	AT4G11175.1
Chr4	6820049	6820606	+	"ID=AT4G11180.1-Protein;Name=AT4G11180.1;Derives_from=AT4G11180.1"	AT4G11180.1
Chr4	6826682	6827236	+	"ID=AT4G11190.1-Protein;Name=AT4G11190.1;Derives_from=AT4G11190.1"	AT4G11190.1
Chr4	6832691	6833245	+	"ID=AT4G11210.1-Protein;Name=AT4G11210.1;Derives_from=AT4G11210.1"	AT4G11210.1
Chr4	6836274	6836339	+	"ID=AT4G11211.1-Protein;Name=AT4G11211.1;Derives_from=AT4G11211.1"	AT4G11211.1
Chr4	6838176	6839578	-	"ID=AT4G11220.1-Protein;Name=AT4G11220.1;Derives_from=AT4G11220.1"	AT4G11220.1
Chr4	6840791	6845587	-	"ID=AT4G11230.1-Protein;Name=AT4G11230.1;Derives_from=AT4G11230.1"	AT4G11230.1
Chr4	6847333	6849032	+	"ID=AT4G11240.1-Protein;Name=AT4G11240.1;Derives_from=AT4G11240.1"	AT4G11240.1
Chr4	6849578	6850567	+	"ID=AT4G11250.1-Protein;Name=AT4G11250.1;Derives_from=AT4G11250.1"	AT4G11250.1
Chr4	6851515	6853719	-	"ID=AT4G11260.1-Protein;Name=AT4G11260.1;Derives_from=AT4G11260.1"	AT4G11260.1
Chr4	6854461	6859490	+	"ID=AT4G11270.1-Protein;Name=AT4G11270.1;Derives_from=AT4G11270.1"	AT4G11270.1
Chr4	6864168	6865922	+	"ID=AT4G11280.1-Protein;Name=AT4G11280.1;Derives_from=AT4G11280.1"	AT4G11280.1
Chr4	6869993	6871476	+	"ID=AT4G11290.1-Protein;Name=AT4G11290.1;Derives_from=AT4G11290.1"	AT4G11290.1
Chr4	6872345	6873460	-	"ID=AT4G11300.1-Protein;Name=AT4G11300.1;Derives_from=AT4G11300.1"	AT4G11300.1
Chr4	6883594	6885318	+	"ID=AT4G11310.1-Protein;Name=AT4G11310.1;Derives_from=AT4G11310.1"	AT4G11310.1
Chr4	6887336	6888827	+	"ID=AT4G11320.1-Protein;Name=AT4G11320.1;Derives_from=AT4G11320.1"	AT4G11320.1
Chr4	6892143	6893845	+	"ID=AT4G11330.1-Protein;Name=AT4G11330.1;Derives_from=AT4G11330.1"	AT4G11330.1
Chr4	6894208	6899130	-	"ID=AT4G11340.1-Protein;Name=AT4G11340.1;Derives_from=AT4G11340.1"	AT4G11340.1
Chr4	6901714	6904160	+	"ID=AT4G11350.1-Protein;Name=AT4G11350.1;Derives_from=AT4G11350.1"	AT4G11350.1
Chr4	6901714	6902664	+	"ID=AT4G11350.2-Protein;Name=AT4G11350.2;Derives_from=AT4G11350.2"	AT4G11350.2
Chr4	6906066	6906539	+	"ID=AT4G11360.1-Protein;Name=AT4G11360.1;Derives_from=AT4G11360.1"	AT4G11360.1
Chr4	6907777	6908256	+	"ID=AT4G11370.1-Protein;Name=AT4G11370.1;Derives_from=AT4G11370.1"	AT4G11370.1
Chr4	6920608	6925444	+	"ID=AT4G11380.1-Protein;Name=AT4G11380.1;Derives_from=AT4G11380.1"	AT4G11380.1
Chr4	6920608	6925444	+	"ID=AT4G11380.2-Protein;Name=AT4G11380.2;Derives_from=AT4G11380.2"	AT4G11380.2
Chr4	6927087	6927678	-	"ID=AT4G11385.1-Protein;Name=AT4G11385.1;Derives_from=AT4G11385.1"	AT4G11385.1
Chr4	6927892	6930378	+	"ID=AT4G11390.1-Protein;Name=AT4G11390.1;Derives_from=AT4G11390.1"	AT4G11390.1
Chr4	6932370	6932718	+	"ID=AT4G11393.1-Protein;Name=AT4G11393.1;Derives_from=AT4G11393.1"	AT4G11393.1
Chr4	6938717	6940539	+	"ID=AT4G11400.1-Protein;Name=AT4G11400.1;Derives_from=AT4G11400.1"	AT4G11400.1
Chr4	6945127	6947186	-	"ID=AT4G11410.1-Protein;Name=AT4G11410.1;Derives_from=AT4G11410.1"	AT4G11410.1
Chr4	6947834	6952053	-	"ID=AT4G11420.1-Protein;Name=AT4G11420.1;Derives_from=AT4G11420.1"	AT4G11420.1
Chr4	6952799	6954242	+	"ID=AT4G11430.1-Protein;Name=AT4G11430.1;Derives_from=AT4G11430.1"	AT4G11430.1
Chr4	6955850	6958553	+	"ID=AT4G11440.1-Protein;Name=AT4G11440.1;Derives_from=AT4G11440.1"	AT4G11440.1
Chr4	6959065	6961223	-	"ID=AT4G11450.1-Protein;Name=AT4G11450.1;Derives_from=AT4G11450.1"	AT4G11450.1
Chr4	6964468	6967093	+	"ID=AT4G11460.1-Protein;Name=AT4G11460.1;Derives_from=AT4G11460.1"	AT4G11460.1
Chr4	6967729	6970161	+	"ID=AT4G11470.1-Protein;Name=AT4G11470.1;Derives_from=AT4G11470.1"	AT4G11470.1
Chr4	6971408	6973799	+	"ID=AT4G11480.1-Protein;Name=AT4G11480.1;Derives_from=AT4G11480.1"	AT4G11480.1
Chr4	6975282	6975945	-	"ID=AT4G11485.1-Protein;Name=AT4G11485.1;Derives_from=AT4G11485.1"	AT4G11485.1
Chr4	6978848	6981548	+	"ID=AT4G11490.1-Protein;Name=AT4G11490.1;Derives_from=AT4G11490.1"	AT4G11490.1
Chr4	6984051	6984308	-	"ID=AT4G11510.1-Protein;Name=AT4G11510.1;Derives_from=AT4G11510.1"	AT4G11510.1
Chr4	6985622	6986419	+	"ID=AT4G11521.1-Protein;Name=AT4G11521.1;Derives_from=AT4G11521.1"	AT4G11521.1
Chr4	6987093	6989599	+	"ID=AT4G11530.1-Protein;Name=AT4G11530.1;Derives_from=AT4G11530.1"	AT4G11530.1
Chr4	6990978	6992555	-	"ID=AT4G11540.1-Protein;Name=AT4G11540.1;Derives_from=AT4G11540.1"	AT4G11540.1
Chr4	6996823	6998829	-	"ID=AT4G11550.1-Protein;Name=AT4G11550.1;Derives_from=AT4G11550.1"	AT4G11550.1
Chr4	7000095	7003445	-	"ID=AT4G11560.1-Protein;Name=AT4G11560.1;Derives_from=AT4G11560.1"	AT4G11560.1
Chr4	7004743	7005864	+	"ID=AT4G11570.1-Protein;Name=AT4G11570.1;Derives_from=AT4G11570.1"	AT4G11570.1
Chr4	7004743	7005864	+	"ID=AT4G11570.2-Protein;Name=AT4G11570.2;Derives_from=AT4G11570.2"	AT4G11570.2
Chr4	7006648	7007738	-	"ID=AT4G11580.1-Protein;Name=AT4G11580.1;Derives_from=AT4G11580.1"	AT4G11580.1
Chr4	7008603	7009796	+	"ID=AT4G11590.1-Protein;Name=AT4G11590.1;Derives_from=AT4G11590.1"	AT4G11590.1
Chr4	7010021	7011330	-	"ID=AT4G11600.1-Protein;Name=AT4G11600.1;Derives_from=AT4G11600.1"	AT4G11600.1
Chr4	7013956	7017846	-	"ID=AT4G11610.1-Protein;Name=AT4G11610.1;Derives_from=AT4G11610.1"	AT4G11610.1
Chr4	7019793	7021068	+	"ID=AT4G11630.1-Protein;Name=AT4G11630.1;Derives_from=AT4G11630.1"	AT4G11630.1
Chr4	7021770	7023252	+	"ID=AT4G11640.1-Protein;Name=AT4G11640.1;Derives_from=AT4G11640.1"	AT4G11640.1
Chr4	7025127	7026113	-	"ID=AT4G11650.1-Protein;Name=AT4G11650.1;Derives_from=AT4G11650.1"	AT4G11650.1
Chr4	7037086	7037358	-	"ID=AT4G11653.1-Protein;Name=AT4G11653.1;Derives_from=AT4G11653.1"	AT4G11653.1
Chr4	7038590	7039759	+	"ID=AT4G11655.1-Protein;Name=AT4G11655.1;Derives_from=AT4G11655.1"	AT4G11655.1
Chr4	7043006	7044227	+	"ID=AT4G11660.1-Protein;Name=AT4G11660.1;Derives_from=AT4G11660.1"	AT4G11660.1
Chr4	7044401	7052971	-	"ID=AT4G11670.1-Protein;Name=AT4G11670.1;Derives_from=AT4G11670.1"	AT4G11670.1
Chr4	7053737	7055516	-	"ID=AT4G11680.1-Protein;Name=AT4G11680.1;Derives_from=AT4G11680.1"	AT4G11680.1
Chr4	7056254	7057954	+	"ID=AT4G11690.1-Protein;Name=AT4G11690.1;Derives_from=AT4G11690.1"	AT4G11690.1
Chr4	7058086	7058637	-	"ID=AT4G11700.1-Protein;Name=AT4G11700.1;Derives_from=AT4G11700.1"	AT4G11700.1
Chr4	7063291	7066784	+	"ID=AT4G11720.1-Protein;Name=AT4G11720.1;Derives_from=AT4G11720.1"	AT4G11720.1
Chr4	7067035	7070968	+	"ID=AT4G11730.1-Protein;Name=AT4G11730.1;Derives_from=AT4G11730.1"	AT4G11730.1
Chr4	7071955	7075256	+	"ID=AT4G11740.1-Protein;Name=AT4G11740.1;Derives_from=AT4G11740.1"	AT4G11740.1
Chr4	7075826	7076680	-	"ID=AT4G11745.1-Protein;Name=AT4G11745.1;Derives_from=AT4G11745.1"	AT4G11745.1
Chr4	7077390	7078550	-	"ID=AT4G11750.1-Protein;Name=AT4G11750.1;Derives_from=AT4G11750.1"	AT4G11750.1
Chr4	7079326	7080134	+	"ID=AT4G11760.1-Protein;Name=AT4G11760.1;Derives_from=AT4G11760.1"	AT4G11760.1
Chr4	7082279	7083469	-	"ID=AT4G11770.1-Protein;Name=AT4G11770.1;Derives_from=AT4G11770.1"	AT4G11770.1
Chr4	7085970	7088212	+	"ID=AT4G11780.1-Protein;Name=AT4G11780.1;Derives_from=AT4G11780.1"	AT4G11780.1
Chr4	7090456	7093208	+	"ID=AT4G11790.1-Protein;Name=AT4G11790.1;Derives_from=AT4G11790.1"	AT4G11790.1
Chr4	7093666	7098519	-	"ID=AT4G11800.1-Protein;Name=AT4G11800.1;Derives_from=AT4G11800.1"	AT4G11800.1
Chr4	7105446	7108450	+	"ID=AT4G11810.1-Protein;Name=AT4G11810.1;Derives_from=AT4G11810.1"	AT4G11810.1
Chr4	7109124	7111213	-	"ID=AT4G11820.1-Protein;Name=AT4G11820.1;Derives_from=AT4G11820.1"	AT4G11820.1
Chr4	7109124	7111901	-	"ID=AT4G11820.2-Protein;Name=AT4G11820.2;Derives_from=AT4G11820.2"	AT4G11820.2
Chr4	7115985	7119683	-	"ID=AT4G11830.1-Protein;Name=AT4G11830.1;Derives_from=AT4G11830.1"	AT4G11830.1
Chr4	7115985	7119683	-	"ID=AT4G11830.2-Protein;Name=AT4G11830.2;Derives_from=AT4G11830.2"	AT4G11830.2
Chr4	7122152	7125882	-	"ID=AT4G11840.1-Protein;Name=AT4G11840.1;Derives_from=AT4G11840.1"	AT4G11840.1
Chr4	7126894	7128072	-	"ID=AT4G11845.1-Protein;Name=AT4G11845.1;Derives_from=AT4G11845.1"	AT4G11845.1
Chr4	7129352	7132937	-	"ID=AT4G11850.1-Protein;Name=AT4G11850.1;Derives_from=AT4G11850.1"	AT4G11850.1
Chr4	7134237	7138361	-	"ID=AT4G11860.1-Protein;Name=AT4G11860.1;Derives_from=AT4G11860.1"	AT4G11860.1
Chr4	7140495	7140719	-	"ID=AT4G11870.1-Protein;Name=AT4G11870.1;Derives_from=AT4G11870.1"	AT4G11870.1
Chr4	7142303	7142434	+	"ID=AT4G11876.1-Protein;Name=AT4G11876.1;Derives_from=AT4G11876.1"	AT4G11876.1
Chr4	7143512	7147108	+	"ID=AT4G11880.1-Protein;Name=AT4G11880.1;Derives_from=AT4G11880.1"	AT4G11880.1
Chr4	7148269	7149772	+	"ID=AT4G11890.1-Protein;Name=AT4G11890.1;Derives_from=AT4G11890.1"	AT4G11890.1
Chr4	7148269	7149772	+	"ID=AT4G11890.2-Protein;Name=AT4G11890.2;Derives_from=AT4G11890.2"	AT4G11890.2
Chr4	7148269	7149772	+	"ID=AT4G11890.3-Protein;Name=AT4G11890.3;Derives_from=AT4G11890.3"	AT4G11890.3
Chr4	7148478	7149772	+	"ID=AT4G11890.4-Protein;Name=AT4G11890.4;Derives_from=AT4G11890.4"	AT4G11890.4
Chr4	7150241	7153542	-	"ID=AT4G11900.1-Protein;Name=AT4G11900.1;Derives_from=AT4G11900.1"	AT4G11900.1
Chr4	7156435	7157839	+	"ID=AT4G11910.1-Protein;Name=AT4G11910.1;Derives_from=AT4G11910.1"	AT4G11910.1
Chr4	7158150	7159440	+	"ID=AT4G11911.1-Protein;Name=AT4G11911.1;Derives_from=AT4G11911.1"	AT4G11911.1
Chr4	7160618	7163257	-	"ID=AT4G11920.1-Protein;Name=AT4G11920.1;Derives_from=AT4G11920.1"	AT4G11920.1
Chr4	7164904	7165722	+	"ID=AT4G11930.1-Protein;Name=AT4G11930.1;Derives_from=AT4G11930.1"	AT4G11930.1
Chr4	7168173	7168967	+	"ID=AT4G11940.1-Protein;Name=AT4G11940.1;Derives_from=AT4G11940.1"	AT4G11940.1
Chr4	7173276	7174259	-	"ID=AT4G11950.1-Protein;Name=AT4G11950.1;Derives_from=AT4G11950.1"	AT4G11950.1
Chr4	7175340	7177709	-	"ID=AT4G11960.1-Protein;Name=AT4G11960.1;Derives_from=AT4G11960.1"	AT4G11960.1
Chr4	7175340	7177612	-	"ID=AT4G11960.2-Protein;Name=AT4G11960.2;Derives_from=AT4G11960.2"	AT4G11960.2
Chr4	7181223	7182953	+	"ID=AT4G11970.1-Protein;Name=AT4G11970.1;Derives_from=AT4G11970.1"	AT4G11970.1
Chr4	7181223	7183265	+	"ID=AT4G11970.2-Protein;Name=AT4G11970.2;Derives_from=AT4G11970.2"	AT4G11970.2
Chr4	7181223	7183265	+	"ID=AT4G11970.3-Protein;Name=AT4G11970.3;Derives_from=AT4G11970.3"	AT4G11970.3
Chr4	7183845	7185551	-	"ID=AT4G11980.1-Protein;Name=AT4G11980.1;Derives_from=AT4G11980.1"	AT4G11980.1
Chr4	7186406	7189689	-	"ID=AT4G11990.1-Protein;Name=AT4G11990.1;Derives_from=AT4G11990.1"	AT4G11990.1
Chr4	7193527	7194942	-	"ID=AT4G12000.1-Protein;Name=AT4G12000.1;Derives_from=AT4G12000.1"	AT4G12000.1
Chr4	7196706	7197085	+	"ID=AT4G12005.1-Protein;Name=AT4G12005.1;Derives_from=AT4G12005.1"	AT4G12005.1
Chr4	7197325	7201393	-	"ID=AT4G12010.1-Protein;Name=AT4G12010.1;Derives_from=AT4G12010.1"	AT4G12010.1
Chr4	7201656	7208596	+	"ID=AT4G12020.1-Protein;Name=AT4G12020.1;Derives_from=AT4G12020.1"	AT4G12020.1
Chr4	7201656	7209469	+	"ID=AT4G12020.2-Protein;Name=AT4G12020.2;Derives_from=AT4G12020.2"	AT4G12020.2
Chr4	7201656	7209469	+	"ID=AT4G12020.3-Protein;Name=AT4G12020.3;Derives_from=AT4G12020.3"	AT4G12020.3
Chr4	7211716	7212713	+	"ID=AT4G12030.1-Protein;Name=AT4G12030.1;Derives_from=AT4G12030.1"	AT4G12030.1
Chr4	7210981	7212713	+	"ID=AT4G12030.2-Protein;Name=AT4G12030.2;Derives_from=AT4G12030.2"	AT4G12030.2
Chr4	7215341	7215868	+	"ID=AT4G12040.1-Protein;Name=AT4G12040.1;Derives_from=AT4G12040.1"	AT4G12040.1
Chr4	7215341	7215868	+	"ID=AT4G12040.2-Protein;Name=AT4G12040.2;Derives_from=AT4G12040.2"	AT4G12040.2
Chr4	7220139	7221158	-	"ID=AT4G12050.1-Protein;Name=AT4G12050.1;Derives_from=AT4G12050.1"	AT4G12050.1
Chr4	7228269	7229898	-	"ID=AT4G12060.1-Protein;Name=AT4G12060.1;Derives_from=AT4G12060.1"	AT4G12060.1
Chr4	7231941	7234272	+	"ID=AT4G12070.1-Protein;Name=AT4G12070.1;Derives_from=AT4G12070.1"	AT4G12070.1
Chr4	7239466	7241246	+	"ID=AT4G12080.1-Protein;Name=AT4G12080.1;Derives_from=AT4G12080.1"	AT4G12080.1
Chr4	7242165	7242924	-	"ID=AT4G12090.1-Protein;Name=AT4G12090.1;Derives_from=AT4G12090.1"	AT4G12090.1
Chr4	7246453	7248127	-	"ID=AT4G12100.1-Protein;Name=AT4G12100.1;Derives_from=AT4G12100.1"	AT4G12100.1
Chr4	7254197	7256004	+	"ID=AT4G12110.1-Protein;Name=AT4G12110.1;Derives_from=AT4G12110.1"	AT4G12110.1
Chr4	7256687	7260914	-	"ID=AT4G12120.1-Protein;Name=AT4G12120.1;Derives_from=AT4G12120.1"	AT4G12120.1
Chr4	7263640	7265425	+	"ID=AT4G12130.1-Protein;Name=AT4G12130.1;Derives_from=AT4G12130.1"	AT4G12130.1
Chr4	7266546	7267154	-	"ID=AT4G12140.1-Protein;Name=AT4G12140.1;Derives_from=AT4G12140.1"	AT4G12140.1
Chr4	7268837	7270267	-	"ID=AT4G12150.1-Protein;Name=AT4G12150.1;Derives_from=AT4G12150.1"	AT4G12150.1
Chr4	7273997	7274727	-	"ID=AT4G12170.1-Protein;Name=AT4G12170.1;Derives_from=AT4G12170.1"	AT4G12170.1
Chr4	7278545	7278760	-	"ID=AT4G12190.1-Protein;Name=AT4G12190.1;Derives_from=AT4G12190.1"	AT4G12190.1
Chr4	7281308	7281919	-	"ID=AT4G12210.1-Protein;Name=AT4G12210.1;Derives_from=AT4G12210.1"	AT4G12210.1
Chr4	7283248	7283739	-	"ID=AT4G12220.1-Protein;Name=AT4G12220.1;Derives_from=AT4G12220.1"	AT4G12220.1
Chr4	7284645	7287348	+	"ID=AT4G12230.1-Protein;Name=AT4G12230.1;Derives_from=AT4G12230.1"	AT4G12230.1
Chr4	7287895	7288989	+	"ID=AT4G12240.1-Protein;Name=AT4G12240.1;Derives_from=AT4G12240.1"	AT4G12240.1
Chr4	7289538	7290848	-	"ID=AT4G12250.1-Protein;Name=AT4G12250.1;Derives_from=AT4G12250.1"	AT4G12250.1
Chr4	7297808	7299930	+	"ID=AT4G12270.1-Protein;Name=AT4G12270.1;Derives_from=AT4G12270.1"	AT4G12270.1
Chr4	7301769	7302994	+	"ID=AT4G12280.1-Protein;Name=AT4G12280.1;Derives_from=AT4G12280.1"	AT4G12280.1
Chr4	7304434	7306973	+	"ID=AT4G12290.1-Protein;Name=AT4G12290.1;Derives_from=AT4G12290.1"	AT4G12290.1
Chr4	7308016	7309692	-	"ID=AT4G12300.1-Protein;Name=AT4G12300.1;Derives_from=AT4G12300.1"	AT4G12300.1
Chr4	7310598	7312522	-	"ID=AT4G12310.1-Protein;Name=AT4G12310.1;Derives_from=AT4G12310.1"	AT4G12310.1
Chr4	7314939	7316647	-	"ID=AT4G12320.1-Protein;Name=AT4G12320.1;Derives_from=AT4G12320.1"	AT4G12320.1
Chr4	7317776	7319658	-	"ID=AT4G12330.1-Protein;Name=AT4G12330.1;Derives_from=AT4G12330.1"	AT4G12330.1
Chr4	7320602	7321061	-	"ID=AT4G12334.1-Protein;Name=AT4G12334.1;Derives_from=AT4G12334.1"	AT4G12334.1
Chr4	7321492	7322004	-	"ID=AT4G12340.1-Protein;Name=AT4G12340.1;Derives_from=AT4G12340.1"	AT4G12340.1
Chr4	7324912	7326636	+	"ID=AT4G12350.1-Protein;Name=AT4G12350.1;Derives_from=AT4G12350.1"	AT4G12350.1
Chr4	7328164	7329104	-	"ID=AT4G12360.1-Protein;Name=AT4G12360.1;Derives_from=AT4G12360.1"	AT4G12360.1
Chr4	7331972	7332874	+	"ID=AT4G12370.1-Protein;Name=AT4G12370.1;Derives_from=AT4G12370.1"	AT4G12370.1
Chr4	7333511	7334469	-	"ID=AT4G12380.1-Protein;Name=AT4G12380.1;Derives_from=AT4G12380.1"	AT4G12380.1
Chr4	7334352	7334768	+	"ID=AT4G12382.1-Protein;Name=AT4G12382.1;Derives_from=AT4G12382.1"	AT4G12382.1
Chr4	7334352	7334768	+	"ID=AT4G12382.2-Protein;Name=AT4G12382.2;Derives_from=AT4G12382.2"	AT4G12382.2
Chr4	7336553	7337173	+	"ID=AT4G12390.1-Protein;Name=AT4G12390.1;Derives_from=AT4G12390.1"	AT4G12390.1
Chr4	7339024	7341239	-	"ID=AT4G12400.1-Protein;Name=AT4G12400.1;Derives_from=AT4G12400.1"	AT4G12400.1
Chr4	7338866	7341239	-	"ID=AT4G12400.2-Protein;Name=AT4G12400.2;Derives_from=AT4G12400.2"	AT4G12400.2
Chr4	7342956	7343429	-	"ID=AT4G12410.1-Protein;Name=AT4G12410.1;Derives_from=AT4G12410.1"	AT4G12410.1
Chr4	7349941	7352868	-	"ID=AT4G12420.1-Protein;Name=AT4G12420.1;Derives_from=AT4G12420.1"	AT4G12420.1
Chr4	7349941	7352868	-	"ID=AT4G12420.2-Protein;Name=AT4G12420.2;Derives_from=AT4G12420.2"	AT4G12420.2
Chr4	7365480	7367346	-	"ID=AT4G12430.1-Protein;Name=AT4G12430.1;Derives_from=AT4G12430.1"	AT4G12430.1
Chr4	7367442	7367516	-	"ID=AT4G12432.1-Protein;Name=AT4G12432.1;Derives_from=AT4G12432.1"	AT4G12432.1
Chr4	7376268	7378865	+	"ID=AT4G12440.1-Protein;Name=AT4G12440.1;Derives_from=AT4G12440.1"	AT4G12440.1
Chr4	7376268	7380120	+	"ID=AT4G12440.2-Protein;Name=AT4G12440.2;Derives_from=AT4G12440.2"	AT4G12440.2
Chr4	7385841	7386674	-	"ID=AT4G12450.1-Protein;Name=AT4G12450.1;Derives_from=AT4G12450.1"	AT4G12450.1
Chr4	7391400	7396056	+	"ID=AT4G12460.1-Protein;Name=AT4G12460.1;Derives_from=AT4G12460.1"	AT4G12460.1
Chr4	7394033	7396056	+	"ID=AT4G12460.2-Protein;Name=AT4G12460.2;Derives_from=AT4G12460.2"	AT4G12460.2
Chr4	7401371	7401856	-	"ID=AT4G12470.1-Protein;Name=AT4G12470.1;Derives_from=AT4G12470.1"	AT4G12470.1
Chr4	7406371	7406877	-	"ID=AT4G12480.1-Protein;Name=AT4G12480.1;Derives_from=AT4G12480.1"	AT4G12480.1
Chr4	7409830	7410378	-	"ID=AT4G12490.1-Protein;Name=AT4G12490.1;Derives_from=AT4G12490.1"	AT4G12490.1
Chr4	7414369	7414902	-	"ID=AT4G12500.1-Protein;Name=AT4G12500.1;Derives_from=AT4G12500.1"	AT4G12500.1
Chr4	7417414	7417803	-	"ID=AT4G12510.1-Protein;Name=AT4G12510.1;Derives_from=AT4G12510.1"	AT4G12510.1
Chr4	7421279	7421668	-	"ID=AT4G12520.1-Protein;Name=AT4G12520.1;Derives_from=AT4G12520.1"	AT4G12520.1
Chr4	7428141	7428494	-	"ID=AT4G12530.1-Protein;Name=AT4G12530.1;Derives_from=AT4G12530.1"	AT4G12530.1
Chr4	7429876	7431602	-	"ID=AT4G12540.1-Protein;Name=AT4G12540.1;Derives_from=AT4G12540.1"	AT4G12540.1
Chr4	7434260	7434586	+	"ID=AT4G12545.1-Protein;Name=AT4G12545.1;Derives_from=AT4G12545.1"	AT4G12545.1
Chr4	7439176	7439511	+	"ID=AT4G12550.1-Protein;Name=AT4G12550.1;Derives_from=AT4G12550.1"	AT4G12550.1
Chr4	7441815	7443157	+	"ID=AT4G12560.1-Protein;Name=AT4G12560.1;Derives_from=AT4G12560.1"	AT4G12560.1
Chr4	7441815	7443157	+	"ID=AT4G12560.2-Protein;Name=AT4G12560.2;Derives_from=AT4G12560.2"	AT4G12560.2
Chr4	7445585	7448819	+	"ID=AT4G12570.1-Protein;Name=AT4G12570.1;Derives_from=AT4G12570.1"	AT4G12570.1
Chr4	7449374	7449679	-	"ID=AT4G12580.1-Protein;Name=AT4G12580.1;Derives_from=AT4G12580.1"	AT4G12580.1
Chr4	7449374	7449952	-	"ID=AT4G12580.2-Protein;Name=AT4G12580.2;Derives_from=AT4G12580.2"	AT4G12580.2
Chr4	7451291	7452976	-	"ID=AT4G12590.1-Protein;Name=AT4G12590.1;Derives_from=AT4G12590.1"	AT4G12590.1
Chr4	7453296	7454208	+	"ID=AT4G12600.1-Protein;Name=AT4G12600.1;Derives_from=AT4G12600.1"	AT4G12600.1
Chr4	7453296	7454208	+	"ID=AT4G12600.2-Protein;Name=AT4G12600.2;Derives_from=AT4G12600.2"	AT4G12600.2
Chr4	7455565	7457465	+	"ID=AT4G12610.1-Protein;Name=AT4G12610.1;Derives_from=AT4G12610.1"	AT4G12610.1
Chr4	7455565	7458318	+	"ID=AT4G12610.2-Protein;Name=AT4G12610.2;Derives_from=AT4G12610.2"	AT4G12610.2
Chr4	7459180	7459563	+	"ID=AT4G12617.1-Protein;Name=AT4G12617.1;Derives_from=AT4G12617.1"	AT4G12617.1
Chr4	7459812	7462253	-	"ID=AT4G12620.1-Protein;Name=AT4G12620.1;Derives_from=AT4G12620.1"	AT4G12620.1
Chr4	7462697	7467630	+	"ID=AT4G12640.1-Protein;Name=AT4G12640.1;Derives_from=AT4G12640.1"	AT4G12640.1
Chr4	7468207	7470165	-	"ID=AT4G12650.1-Protein;Name=AT4G12650.1;Derives_from=AT4G12650.1"	AT4G12650.1
Chr4	7472530	7474519	+	"ID=AT4G12670.1-Protein;Name=AT4G12670.1;Derives_from=AT4G12670.1"	AT4G12670.1
Chr4	7475104	7478174	+	"ID=AT4G12680.1-Protein;Name=AT4G12680.1;Derives_from=AT4G12680.1"	AT4G12680.1
Chr4	7480896	7481753	+	"ID=AT4G12690.1-Protein;Name=AT4G12690.1;Derives_from=AT4G12690.1"	AT4G12690.1
Chr4	7480896	7481753	+	"ID=AT4G12690.2-Protein;Name=AT4G12690.2;Derives_from=AT4G12690.2"	AT4G12690.2
